lot,image_id,seed_image,seed_id,germination_observed,root_length_mm,germinated_root_gt_35mm
2,L2G7,s_62.png,L2G7_s_62.png,0,0,0
2,L2G7,s_63.png,L2G7_s_63.png,0,0,0
2,L2G7,s_64.png,L2G7_s_64.png,0,0,0
2,L2G7,s_65.png,L2G7_s_65.png,1,"17,9",0
2,L2G7,s_71.png,L2G7_s_71.png,0,0,0
2,L2G7,s_72.png,L2G7_s_72.png,0,0,0
2,L2G7,s_73.png,L2G7_s_73.png,0,0,0
2,L2G7,s_74.png,L2G7_s_74.png,0,0,0
2,L2G7,s_75.png,L2G7_s_75.png,1,"13,5",0
2,L2G7,s_81.png,L2G7_s_81.png,1,"14,9",0
2,L2G7,s_82.png,L2G7_s_82.png,0,0,0
2,L2G7,s_83.png,L2G7_s_83.png,0,0,0
2,L2G7,s_84.png,L2G7_s_84.png,1,"17,1",0
2,L2G7,s_85.png,L2G7_s_85.png,1,"15,8",0
2,L2G7,s_91.png,L2G7_s_91.png,0,0,0
2,L2G7,s_92.png,L2G7_s_92.png,0,0,0
2,L2G7,s_93.png,L2G7_s_93.png,0,0,0
2,L2G7,s_94.png,L2G7_s_94.png,0,0,0
2,L2G7,s_95.png,L2G7_s_95.png,0,0,0
2,L2G7,s_101.png,L2G7_s_101.png,0,0,0
2,L2G7,s_102.png,L2G7_s_102.png,0,0,0
2,L2G7,s_103.png,L2G7_s_103.png,0,0,0
2,L2G7,s_104.png,L2G7_s_104.png,0,0,0
2,L2G7,s_105.png,L2G7_s_105.png,0,0,0
2,L2G8,s_11.png,L2G8_s_11.png,1,"13,4",0
2,L2G8,s_12.png,L2G8_s_12.png,1,"20,9",0
2,L2G8,s_13.png,L2G8_s_13.png,1,"11,9",0
2,L2G8,s_14.png,L2G8_s_14.png,0,0,0
2,L2G8,s_15.png,L2G8_s_15.png,0,0,0
2,L2G8,s_21.png,L2G8_s_21.png,1,"15,2",0
2,L2G8,s_22.png,L2G8_s_22.png,1,"12,8",0
2,L2G8,s_23.png,L2G8_s_23.png,1,"5,7",0
2,L2G8,s_24.png,L2G8_s_24.png,1,"26,8",0
2,L2G8,s_25.png,L2G8_s_25.png,1,"7,5",0
2,L2G8,s_31.png,L2G8_s_31.png,0,0,0
2,L2G8,s_32.png,L2G8_s_32.png,1,"16,9",0
2,L2G8,s_33.png,L2G8_s_33.png,1,"5,8",0
2,L2G8,s_34.png,L2G8_s_34.png,0,0,0
2,L2G8,s_35.png,L2G8_s_35.png,1,"13,2",0
2,L2G8,s_41.png,L2G8_s_41.png,0,0,0
2,L2G8,s_42.png,L2G8_s_42.png,1,"6,1",0
2,L2G8,s_43.png,L2G8_s_43.png,1,"43,2",1
2,L2G8,s_44.png,L2G8_s_44.png,0,0,0
2,L2G8,s_45.png,L2G8_s_45.png,1,10,0
2,L2G8,s_51.png,L2G8_s_51.png,0,0,0
2,L2G8,s_52.png,L2G8_s_52.png,1,"7,8",0
2,L2G8,s_53.png,L2G8_s_53.png,1,"21,8",0
2,L2G8,s_54.png,L2G8_s_54.png,1,"13,9",0
2,L2G8,s_55.png,L2G8_s_55.png,1,"6,1",0
2,L2G8,s_61.png,L2G8_s_61.png,1,"12,9",0
2,L2G8,s_62.png,L2G8_s_62.png,1,"10,7",0
2,L2G8,s_63.png,L2G8_s_63.png,0,0,0
2,L2G8,s_64.png,L2G8_s_64.png,0,0,0
2,L2G8,s_65.png,L2G8_s_65.png,1,"20,2",0
2,L2G8,s_71.png,L2G8_s_71.png,0,0,0
2,L2G8,s_72.png,L2G8_s_72.png,1,"12,6",0
2,L2G8,s_73.png,L2G8_s_73.png,0,0,0
2,L2G8,s_74.png,L2G8_s_74.png,0,0,0
2,L2G8,s_75.png,L2G8_s_75.png,0,0,0
2,L2G8,s_81.png,L2G8_s_81.png,0,0,0
2,L2G8,s_82.png,L2G8_s_82.png,0,0,0
2,L2G8,s_83.png,L2G8_s_83.png,0,0,0
2,L2G8,s_84.png,L2G8_s_84.png,1,"7,4",0
2,L2G8,s_85.png,L2G8_s_85.png,1,"6,4",0
2,L2G8,s_91.png,L2G8_s_91.png,1,"11,1",0
2,L2G8,s_92.png,L2G8_s_92.png,0,0,0
2,L2G8,s_93.png,L2G8_s_93.png,1,"8,2",0
2,L2G8,s_94.png,L2G8_s_94.png,0,0,0
2,L2G8,s_95.png,L2G8_s_95.png,1,7,0
2,L2G8,s_101.png,L2G8_s_101.png,1,"10,7",0
2,L2G8,s_102.png,L2G8_s_102.png,1,"14,4",0
2,L2G8,s_103.png,L2G8_s_103.png,0,0,0
2,L2G8,s_104.png,L2G8_s_104.png,0,0,0
2,L2G8,s_105.png,L2G8_s_105.png,0,0,0
2,L2G9,s_11.png,L2G9_s_11.png,1,"6,5",0
2,L2G9,s_12.png,L2G9_s_12.png,1,"5,6",0
2,L2G9,s_13.png,L2G9_s_13.png,1,"15,7",0
2,L2G9,s_14.png,L2G9_s_14.png,1,"10,3",0
2,L2G9,s_15.png,L2G9_s_15.png,1,"7,7",0
2,L2G9,s_21.png,L2G9_s_21.png,1,"24,2",0
2,L2G9,s_22.png,L2G9_s_22.png,0,0,0
2,L2G9,s_23.png,L2G9_s_23.png,1,"21,1",0
2,L2G9,s_24.png,L2G9_s_24.png,1,"16,4",0
2,L2G9,s_25.png,L2G9_s_25.png,0,0,0
2,L2G9,s_31.png,L2G9_s_31.png,0,0,0
2,L2G9,s_32.png,L2G9_s_32.png,0,0,0
2,L2G9,s_33.png,L2G9_s_33.png,1,"5,9",0
2,L2G9,s_34.png,L2G9_s_34.png,0,0,0
2,L2G9,s_35.png,L2G9_s_35.png,1,"7,7",0
2,L2G9,s_41.png,L2G9_s_41.png,1,"13,5",0
2,L2G9,s_42.png,L2G9_s_42.png,1,"17,1",0
2,L2G9,s_43.png,L2G9_s_43.png,1,"6,2",0
2,L2G9,s_44.png,L2G9_s_44.png,1,"8,9",0
2,L2G9,s_45.png,L2G9_s_45.png,0,0,0
2,L2G9,s_51.png,L2G9_s_51.png,0,0,0
2,L2G9,s_52.png,L2G9_s_52.png,1,"10,2",0
2,L2G9,s_53.png,L2G9_s_53.png,1,"20,1",0
2,L2G9,s_54.png,L2G9_s_54.png,1,8,0
2,L2G9,s_55.png,L2G9_s_55.png,1,"7,9",0
2,L2G9,s_61.png,L2G9_s_61.png,0,0,0
2,L2G9,s_62.png,L2G9_s_62.png,1,"17,6",0
2,L2G9,s_63.png,L2G9_s_63.png,1,"14,2",0
2,L2G9,s_64.png,L2G9_s_64.png,1,"33,6",0
2,L2G9,s_65.png,L2G9_s_65.png,0,0,0
2,L2G9,s_71.png,L2G9_s_71.png,0,0,0
2,L2G9,s_72.png,L2G9_s_72.png,1,"14,3",0
2,L2G9,s_73.png,L2G9_s_73.png,0,0,0
2,L2G9,s_74.png,L2G9_s_74.png,0,0,0
2,L2G9,s_75.png,L2G9_s_75.png,1,"6,3",0
2,L2G9,s_81.png,L2G9_s_81.png,0,0,0
2,L2G9,s_82.png,L2G9_s_82.png,0,0,0
2,L2G9,s_83.png,L2G9_s_83.png,0,0,0
2,L2G9,s_84.png,L2G9_s_84.png,1,"18,2",0
2,L2G9,s_85.png,L2G9_s_85.png,0,0,0
2,L2G9,s_91.png,L2G9_s_91.png,0,0,0
2,L2G9,s_92.png,L2G9_s_92.png,1,"13,5",0
2,L2G9,s_93.png,L2G9_s_93.png,0,0,0
2,L2G9,s_94.png,L2G9_s_94.png,0,0,0
2,L2G9,s_95.png,L2G9_s_95.png,1,"9,6",0
2,L2G9,s_101.png,L2G9_s_101.png,1,"6,7",0
2,L2G9,s_102.png,L2G9_s_102.png,1,"17,4",0
2,L2G9,s_103.png,L2G9_s_103.png,0,0,0
2,L2G9,s_104.png,L2G9_s_104.png,0,0,0
2,L2G9,s_105.png,L2G9_s_105.png,1,"21,7",0
3,L3G1,s_11.png,L3G1_s_11.png,0,0,0
3,L3G1,s_12.png,L3G1_s_12.png,1,"24,9",0
3,L3G1,s_13.png,L3G1_s_13.png,1,"37,8",1
3,L3G1,s_14.png,L3G1_s_14.png,0,0,0
3,L3G1,s_15.png,L3G1_s_15.png,1,42,1
3,L3G1,s_21.png,L3G1_s_21.png,1,"18,1",0
3,L3G1,s_22.png,L3G1_s_22.png,1,"30,4",0
3,L3G1,s_23.png,L3G1_s_23.png,1,"20,3",0
3,L3G1,s_24.png,L3G1_s_24.png,1,"28,9",0
3,L3G1,s_25.png,L3G1_s_25.png,1,"38,9",1
3,L3G1,s_31.png,L3G1_s_31.png,1,"8,1",0
3,L3G1,s_32.png,L3G1_s_32.png,1,"10,7",0
3,L3G1,s_33.png,L3G1_s_33.png,1,"16,3",0
3,L3G1,s_34.png,L3G1_s_34.png,1,"16,7",0
3,L3G1,s_35.png,L3G1_s_35.png,1,"20,1",0
3,L3G1,s_41.png,L3G1_s_41.png,1,"5,6",0
3,L3G1,s_42.png,L3G1_s_42.png,1,18,0
3,L3G1,s_43.png,L3G1_s_43.png,0,0,0
3,L3G1,s_44.png,L3G1_s_44.png,1,"25,8",0
3,L3G1,s_45.png,L3G1_s_45.png,1,"25,1",0
3,L3G1,s_51.png,L3G1_s_51.png,1,"32,3",0
3,L3G1,s_52.png,L3G1_s_52.png,1,"42,4",1
3,L3G1,s_53.png,L3G1_s_53.png,1,24,0
3,L3G1,s_54.png,L3G1_s_54.png,1,"4,2",0
3,L3G1,s_55.png,L3G1_s_55.png,1,"30,1",0
3,L3G1,s_61.png,L3G1_s_61.png,1,"26,7",0
3,L3G1,s_62.png,L3G1_s_62.png,1,"14,7",0
3,L3G1,s_63.png,L3G1_s_63.png,1,"32,9",0
3,L3G1,s_64.png,L3G1_s_64.png,0,0,0
3,L3G1,s_65.png,L3G1_s_65.png,1,"9,1",0
3,L3G1,s_71.png,L3G1_s_71.png,1,"28,3",0
3,L3G1,s_72.png,L3G1_s_72.png,1,37,1
3,L3G1,s_73.png,L3G1_s_73.png,0,0,0
3,L3G1,s_74.png,L3G1_s_74.png,1,"24,9",0
3,L3G1,s_75.png,L3G1_s_75.png,1,"38,6",1
3,L3G1,s_81.png,L3G1_s_81.png,1,"29,5",0
3,L3G1,s_82.png,L3G1_s_82.png,1,"5,4",0
3,L3G1,s_83.png,L3G1_s_83.png,1,"11,6",0
3,L3G1,s_84.png,L3G1_s_84.png,0,0,0
3,L3G1,s_85.png,L3G1_s_85.png,1,"25,8",0
3,L3G1,s_91.png,L3G1_s_91.png,1,"26,7",0
3,L3G1,s_92.png,L3G1_s_92.png,1,"26,7",0
3,L3G1,s_93.png,L3G1_s_93.png,1,35,0
3,L3G1,s_94.png,L3G1_s_94.png,1,"29,5",0
3,L3G1,s_95.png,L3G1_s_95.png,1,"44,9",1
3,L3G1,s_101.png,L3G1_s_101.png,0,0,0
3,L3G1,s_102.png,L3G1_s_102.png,1,"26,6",0
3,L3G1,s_103.png,L3G1_s_103.png,1,44,1
3,L3G1,s_104.png,L3G1_s_104.png,0,0,0
3,L3G1,s_105.png,L3G1_s_105.png,1,"36,2",1
3,L3G10,s_11.png,L3G10_s_11.png,1,"17,5",0
3,L3G10,s_12.png,L3G10_s_12.png,1,"19,2",0
3,L3G10,s_13.png,L3G10_s_13.png,1,"26,5",0
3,L3G10,s_14.png,L3G10_s_14.png,1,"24,3",0
3,L3G10,s_15.png,L3G10_s_15.png,1,"27,4",0
3,L3G10,s_21.png,L3G10_s_21.png,1,"36,9",1
3,L3G10,s_22.png,L3G10_s_22.png,1,33,0
3,L3G10,s_23.png,L3G10_s_23.png,1,"27,8",0
3,L3G10,s_24.png,L3G10_s_24.png,1,"45,9",1
3,L3G10,s_25.png,L3G10_s_25.png,0,0,0
3,L3G10,s_31.png,L3G10_s_31.png,1,"30,4",0
3,L3G10,s_32.png,L3G10_s_32.png,1,"35,9",1
3,L3G10,s_33.png,L3G10_s_33.png,1,"50,2",1
3,L3G10,s_34.png,L3G10_s_34.png,1,"40,2",1
3,L3G10,s_35.png,L3G10_s_35.png,1,42,1
3,L3G10,s_41.png,L3G10_s_41.png,1,"27,5",0
3,L3G10,s_42.png,L3G10_s_42.png,1,"23,2",0
3,L3G10,s_43.png,L3G10_s_43.png,1,"33,1",0
3,L3G10,s_44.png,L3G10_s_44.png,1,"23,4",0
3,L3G10,s_45.png,L3G10_s_45.png,1,"39,2",1
3,L3G10,s_51.png,L3G10_s_51.png,1,"27,2",0
3,L3G10,s_52.png,L3G10_s_52.png,1,33,0
3,L3G10,s_53.png,L3G10_s_53.png,1,"20,5",0
3,L3G10,s_54.png,L3G10_s_54.png,1,"18,2",0
3,L3G10,s_55.png,L3G10_s_55.png,1,"27,7",0
3,L3G10,s_61.png,L3G10_s_61.png,1,"12,2",0
3,L3G10,s_62.png,L3G10_s_62.png,1,"37,8",1
3,L3G10,s_63.png,L3G10_s_63.png,1,"46,9",1
3,L3G10,s_64.png,L3G10_s_64.png,1,"11,1",0
3,L3G10,s_65.png,L3G10_s_65.png,1,"28,5",0
3,L3G10,s_71.png,L3G10_s_71.png,1,"34,5",0
3,L3G10,s_72.png,L3G10_s_72.png,1,"34,6",0
3,L3G10,s_73.png,L3G10_s_73.png,1,"50,8",1
3,L3G10,s_74.png,L3G10_s_74.png,1,"37,6",1
3,L3G10,s_75.png,L3G10_s_75.png,1,"27,6",0
3,L3G10,s_81.png,L3G10_s_81.png,1,"7,7",0
3,L3G10,s_82.png,L3G10_s_82.png,1,"26,2",0
3,L3G10,s_83.png,L3G10_s_83.png,1,21,0
3,L3G10,s_84.png,L3G10_s_84.png,1,"50,1",1
3,L3G10,s_85.png,L3G10_s_85.png,1,"13,3",0
3,L3G10,s_91.png,L3G10_s_91.png,1,"41,4",1
3,L3G10,s_92.png,L3G10_s_92.png,1,"35,3",1
3,L3G10,s_93.png,L3G10_s_93.png,1,"19,3",0
3,L3G10,s_94.png,L3G10_s_94.png,1,"36,8",1
3,L3G10,s_95.png,L3G10_s_95.png,0,0,0
3,L3G10,s_101.png,L3G10_s_101.png,1,"29,2",0
3,L3G10,s_102.png,L3G10_s_102.png,1,"17,3",0
3,L3G10,s_103.png,L3G10_s_103.png,1,"35,9",1
3,L3G10,s_104.png,L3G10_s_104.png,1,"22,2",0
3,L3G10,s_105.png,L3G10_s_105.png,0,0,0
3,L3G11,s_11.png,L3G11_s_11.png,1,61,1
3,L3G11,s_12.png,L3G11_s_12.png,1,"47,2",1
3,L3G11,s_13.png,L3G11_s_13.png,1,"30,5",0
3,L3G11,s_14.png,L3G11_s_14.png,1,"49,6",1
3,L3G11,s_15.png,L3G11_s_15.png,1,"24,5",0
3,L3G11,s_21.png,L3G11_s_21.png,1,"47,5",1
3,L3G11,s_22.png,L3G11_s_22.png,1,"16,9",0
3,L3G11,s_23.png,L3G11_s_23.png,1,"49,1",1
3,L3G11,s_24.png,L3G11_s_24.png,1,"31,2",0
3,L3G11,s_25.png,L3G11_s_25.png,0,0,0
3,L3G11,s_31.png,L3G11_s_31.png,0,0,0
3,L3G11,s_32.png,L3G11_s_32.png,1,"40,4",1
3,L3G11,s_33.png,L3G11_s_33.png,1,"47,5",1
3,L3G11,s_34.png,L3G11_s_34.png,1,"52,8",1
3,L3G11,s_35.png,L3G11_s_35.png,1,"12,8",0
3,L3G11,s_41.png,L3G11_s_41.png,1,"31,6",0
3,L3G11,s_42.png,L3G11_s_42.png,0,0,0
3,L3G11,s_43.png,L3G11_s_43.png,1,"24,5",0
3,L3G11,s_44.png,L3G11_s_44.png,1,13,0
3,L3G11,s_45.png,L3G11_s_45.png,1,4,0
3,L3G11,s_51.png,L3G11_s_51.png,1,"54,5",1
3,L3G11,s_52.png,L3G11_s_52.png,1,"52,7",1
3,L3G11,s_53.png,L3G11_s_53.png,1,"22,3",0
3,L3G11,s_54.png,L3G11_s_54.png,1,"41,4",1
3,L3G11,s_55.png,L3G11_s_55.png,1,"26,5",0
3,L3G11,s_61.png,L3G11_s_61.png,1,"42,6",1
3,L3G11,s_62.png,L3G11_s_62.png,1,"40,1",1
3,L3G11,s_63.png,L3G11_s_63.png,1,"32,1",0
3,L3G11,s_64.png,L3G11_s_64.png,1,"44,4",1
3,L3G11,s_65.png,L3G11_s_65.png,1,"27,9",0
3,L3G11,s_71.png,L3G11_s_71.png,1,"47,3",1
3,L3G11,s_72.png,L3G11_s_72.png,1,"23,5",0
3,L3G11,s_73.png,L3G11_s_73.png,1,"33,9",0
3,L3G11,s_74.png,L3G11_s_74.png,1,"29,8",0
3,L3G11,s_75.png,L3G11_s_75.png,1,"19,7",0
3,L3G11,s_81.png,L3G11_s_81.png,1,"22,6",0
3,L3G11,s_82.png,L3G11_s_82.png,1,51,1
3,L3G11,s_83.png,L3G11_s_83.png,1,"52,3",1
3,L3G11,s_84.png,L3G11_s_84.png,1,"36,8",1
3,L3G11,s_85.png,L3G11_s_85.png,1,"28,5",0
3,L3G11,s_91.png,L3G11_s_91.png,1,"46,7",1
3,L3G11,s_92.png,L3G11_s_92.png,1,"35,7",1
3,L3G11,s_93.png,L3G11_s_93.png,1,"24,1",0
3,L3G11,s_94.png,L3G11_s_94.png,1,"39,4",1
3,L3G11,s_95.png,L3G11_s_95.png,1,"39,5",1
3,L3G11,s_101.png,L3G11_s_101.png,0,0,0
3,L3G11,s_102.png,L3G11_s_102.png,1,"43,3",1
3,L3G11,s_103.png,L3G11_s_103.png,0,0,0
3,L3G11,s_104.png,L3G11_s_104.png,1,"32,5",0
3,L3G11,s_105.png,L3G11_s_105.png,1,"32,1",0
3,L3G12,s_11.png,L3G12_s_11.png,1,"45,2",1
3,L3G12,s_12.png,L3G12_s_12.png,1,45,1
3,L3G12,s_13.png,L3G12_s_13.png,1,"42,8",1
3,L3G12,s_14.png,L3G12_s_14.png,1,32,0
3,L3G12,s_15.png,L3G12_s_15.png,1,"22,6",0
3,L3G12,s_21.png,L3G12_s_21.png,1,37,1
3,L3G12,s_22.png,L3G12_s_22.png,1,"42,2",1
3,L3G12,s_23.png,L3G12_s_23.png,1,"40,7",1
3,L3G12,s_24.png,L3G12_s_24.png,1,"34,5",0
3,L3G12,s_25.png,L3G12_s_25.png,1,27,0
3,L3G12,s_31.png,L3G12_s_31.png,1,"18,3",0
3,L3G12,s_32.png,L3G12_s_32.png,1,"35,3",1
3,L3G12,s_33.png,L3G12_s_33.png,1,"61,6",1
3,L3G12,s_34.png,L3G12_s_34.png,1,"37,1",1
3,L3G12,s_35.png,L3G12_s_35.png,1,"34,6",0
3,L3G12,s_41.png,L3G12_s_41.png,1,"54,2",1
3,L3G12,s_42.png,L3G12_s_42.png,1,"40,2",1
3,L3G12,s_43.png,L3G12_s_43.png,1,"47,8",1
3,L3G12,s_44.png,L3G12_s_44.png,0,0,0
3,L3G12,s_45.png,L3G12_s_45.png,1,"31,4",0
3,L3G12,s_51.png,L3G12_s_51.png,1,"28,5",0
3,L3G12,s_52.png,L3G12_s_52.png,1,"55,6",1
3,L3G12,s_53.png,L3G12_s_53.png,1,"43,4",1
3,L3G12,s_54.png,L3G12_s_54.png,1,"43,4",1
3,L3G12,s_55.png,L3G12_s_55.png,1,"12,4",0
3,L3G12,s_61.png,L3G12_s_61.png,1,"51,9",1
3,L3G12,s_62.png,L3G12_s_62.png,1,"57,1",1
3,L3G12,s_63.png,L3G12_s_63.png,0,0,0
3,L3G12,s_64.png,L3G12_s_64.png,1,"31,4",0
3,L3G12,s_65.png,L3G12_s_65.png,1,"36,6",1
3,L3G12,s_71.png,L3G12_s_71.png,1,"67,1",1
3,L3G12,s_72.png,L3G12_s_72.png,1,"36,5",1
3,L3G12,s_73.png,L3G12_s_73.png,0,0,0
3,L3G12,s_74.png,L3G12_s_74.png,1,"14,5",0
3,L3G12,s_75.png,L3G12_s_75.png,1,"35,6",1
3,L3G12,s_81.png,L3G12_s_81.png,1,"52,6",1
3,L3G12,s_82.png,L3G12_s_82.png,1,"51,1",1
3,L3G12,s_83.png,L3G12_s_83.png,1,48,1
3,L3G12,s_84.png,L3G12_s_84.png,1,35,0
3,L3G12,s_85.png,L3G12_s_85.png,1,"29,1",0
3,L3G12,s_91.png,L3G12_s_91.png,1,"61,6",1
3,L3G12,s_92.png,L3G12_s_92.png,0,0,0
3,L3G12,s_93.png,L3G12_s_93.png,1,"40,4",1
3,L3G12,s_94.png,L3G12_s_94.png,1,"16,3",0
3,L3G12,s_95.png,L3G12_s_95.png,1,"41,2",1
3,L3G12,s_101.png,L3G12_s_101.png,1,"59,8",1
3,L3G12,s_102.png,L3G12_s_102.png,1,"38,6",1
3,L3G12,s_103.png,L3G12_s_103.png,1,"46,8",1
3,L3G12,s_104.png,L3G12_s_104.png,1,"29,1",0
3,L3G12,s_105.png,L3G12_s_105.png,1,"24,8",0
3,L3G13,s_11.png,L3G13_s_11.png,1,"68,9",1
3,L3G13,s_12.png,L3G13_s_12.png,1,"41,8",1
3,L3G13,s_13.png,L3G13_s_13.png,0,0,0
3,L3G13,s_14.png,L3G13_s_14.png,1,"32,6",0
3,L3G13,s_15.png,L3G13_s_15.png,1,"23,9",0
3,L3G13,s_21.png,L3G13_s_21.png,1,"37,4",1
3,L3G13,s_22.png,L3G13_s_22.png,1,"14,8",0
3,L3G13,s_23.png,L3G13_s_23.png,1,"30,7",0
3,L3G13,s_24.png,L3G13_s_24.png,1,"21,6",0
3,L3G13,s_25.png,L3G13_s_25.png,0,0,0
3,L3G13,s_31.png,L3G13_s_31.png,1,"31,7",0
3,L3G13,s_32.png,L3G13_s_32.png,0,0,0
3,L3G13,s_33.png,L3G13_s_33.png,1,"45,2",1
3,L3G13,s_34.png,L3G13_s_34.png,1,"29,6",0
3,L3G13,s_35.png,L3G13_s_35.png,1,"17,2",0
3,L3G13,s_41.png,L3G13_s_41.png,1,"53,8",1
3,L3G13,s_42.png,L3G13_s_42.png,1,"24,5",0
3,L3G13,s_43.png,L3G13_s_43.png,1,"35,4",1
3,L3G13,s_44.png,L3G13_s_44.png,0,0,0
3,L3G13,s_45.png,L3G13_s_45.png,1,"38,5",1
3,L3G13,s_51.png,L3G13_s_51.png,1,"59,9",1
3,L3G13,s_52.png,L3G13_s_52.png,1,48,1
3,L3G13,s_53.png,L3G13_s_53.png,1,"34,4",0
3,L3G13,s_54.png,L3G13_s_54.png,1,"31,4",0
3,L3G13,s_55.png,L3G13_s_55.png,1,"36,7",1
3,L3G13,s_61.png,L3G13_s_61.png,1,41,1
3,L3G13,s_62.png,L3G13_s_62.png,1,"41,8",1
3,L3G13,s_63.png,L3G13_s_63.png,1,24,0
3,L3G13,s_64.png,L3G13_s_64.png,1,"36,8",1
3,L3G13,s_65.png,L3G13_s_65.png,1,"13,4",0
3,L3G13,s_71.png,L3G13_s_71.png,1,"38,9",1
3,L3G13,s_72.png,L3G13_s_72.png,0,0,0
3,L3G13,s_73.png,L3G13_s_73.png,0,0,0
3,L3G13,s_74.png,L3G13_s_74.png,0,0,0
3,L3G13,s_75.png,L3G13_s_75.png,1,"38,7",1
3,L3G13,s_81.png,L3G13_s_81.png,1,"25,2",0
3,L3G13,s_82.png,L3G13_s_82.png,1,"26,6",0
3,L3G13,s_83.png,L3G13_s_83.png,1,"48,2",1
3,L3G13,s_84.png,L3G13_s_84.png,1,"30,7",0
3,L3G13,s_85.png,L3G13_s_85.png,1,"28,5",0
3,L3G13,s_91.png,L3G13_s_91.png,1,"39,6",1
3,L3G13,s_92.png,L3G13_s_92.png,1,"37,7",1
3,L3G13,s_93.png,L3G13_s_93.png,1,46,1
3,L3G13,s_94.png,L3G13_s_94.png,1,"22,3",0
3,L3G13,s_95.png,L3G13_s_95.png,1,"34,5",0
3,L3G13,s_101.png,L3G13_s_101.png,1,"44,2",1
3,L3G13,s_102.png,L3G13_s_102.png,1,"50,8",1
3,L3G13,s_103.png,L3G13_s_103.png,1,"43,9",1
3,L3G13,s_104.png,L3G13_s_104.png,1,"31,4",0
3,L3G13,s_105.png,L3G13_s_105.png,1,"14,5",0
3,L3G14,s_11.png,L3G14_s_11.png,1,"13,9",0
3,L3G14,s_12.png,L3G14_s_12.png,1,"22,3",0
3,L3G14,s_13.png,L3G14_s_13.png,1,"21,2",0
3,L3G14,s_14.png,L3G14_s_14.png,0,0,0
3,L3G14,s_15.png,L3G14_s_15.png,1,"26,3",0
3,L3G14,s_21.png,L3G14_s_21.png,1,"3,1",0
3,L3G14,s_22.png,L3G14_s_22.png,1,"19,2",0
3,L3G14,s_23.png,L3G14_s_23.png,0,0,0
3,L3G14,s_24.png,L3G14_s_24.png,1,"31,1",0
3,L3G14,s_25.png,L3G14_s_25.png,0,0,0
3,L3G14,s_31.png,L3G14_s_31.png,1,"31,2",0
3,L3G14,s_32.png,L3G14_s_32.png,1,"28,8",0
3,L3G14,s_33.png,L3G14_s_33.png,1,"24,3",0
3,L3G14,s_34.png,L3G14_s_34.png,0,0,0
3,L3G14,s_35.png,L3G14_s_35.png,1,"31,7",0
3,L3G14,s_41.png,L3G14_s_41.png,1,"16,8",0
3,L3G14,s_42.png,L3G14_s_42.png,0,0,0
3,L3G14,s_43.png,L3G14_s_43.png,1,"20,4",0
3,L3G14,s_44.png,L3G14_s_44.png,1,"41,4",1
3,L3G14,s_45.png,L3G14_s_45.png,1,"36,9",1
3,L3G14,s_51.png,L3G14_s_51.png,1,"20,5",0
3,L3G14,s_52.png,L3G14_s_52.png,1,"30,2",0
3,L3G14,s_53.png,L3G14_s_53.png,1,"27,7",0
3,L3G14,s_54.png,L3G14_s_54.png,1,"49,7",1
3,L3G14,s_55.png,L3G14_s_55.png,1,35,0
3,L3G14,s_61.png,L3G14_s_61.png,1,"20,3",0
3,L3G14,s_62.png,L3G14_s_62.png,0,0,0
3,L3G14,s_63.png,L3G14_s_63.png,1,"27,2",0
3,L3G14,s_64.png,L3G14_s_64.png,1,"31,6",0
3,L3G14,s_65.png,L3G14_s_65.png,1,"25,1",0
3,L3G14,s_71.png,L3G14_s_71.png,1,"21,7",0
3,L3G14,s_72.png,L3G14_s_72.png,1,"37,3",1
3,L3G14,s_73.png,L3G14_s_73.png,1,"31,1",0
3,L3G14,s_74.png,L3G14_s_74.png,0,0,0
3,L3G14,s_75.png,L3G14_s_75.png,1,"34,5",0
3,L3G14,s_81.png,L3G14_s_81.png,1,"33,4",0
3,L3G14,s_82.png,L3G14_s_82.png,1,"42,6",1
3,L3G14,s_83.png,L3G14_s_83.png,1,"30,1",0
3,L3G14,s_84.png,L3G14_s_84.png,1,"36,8",1
3,L3G14,s_85.png,L3G14_s_85.png,1,"35,4",1
3,L3G14,s_91.png,L3G14_s_91.png,1,"35,3",1
3,L3G14,s_92.png,L3G14_s_92.png,1,"30,5",0
3,L3G14,s_93.png,L3G14_s_93.png,1,"25,7",0
3,L3G14,s_94.png,L3G14_s_94.png,0,0,0
3,L3G14,s_95.png,L3G14_s_95.png,1,"43,4",1
3,L3G14,s_101.png,L3G14_s_101.png,1,"45,2",1
3,L3G14,s_102.png,L3G14_s_102.png,1,"34,9",0
3,L3G14,s_103.png,L3G14_s_103.png,1,33,0
3,L3G14,s_104.png,L3G14_s_104.png,1,"30,4",0
3,L3G14,s_105.png,L3G14_s_105.png,1,"36,2",1
3,L3G15,s_11.png,L3G15_s_11.png,1,"41,3",1
3,L3G15,s_12.png,L3G15_s_12.png,1,"39,7",1
3,L3G15,s_13.png,L3G15_s_13.png,1,"48,8",1
3,L3G15,s_14.png,L3G15_s_14.png,1,"23,9",0
3,L3G15,s_15.png,L3G15_s_15.png,1,"15,7",0
3,L3G15,s_21.png,L3G15_s_21.png,1,33,0
3,L3G15,s_22.png,L3G15_s_22.png,0,0,0
3,L3G15,s_23.png,L3G15_s_23.png,1,"17,7",0
3,L3G15,s_24.png,L3G15_s_24.png,1,"30,4",0
3,L3G15,s_25.png,L3G15_s_25.png,1,"12,3",0
